Operating Unit	Country	ISO3	Indicator	Description	Coarse Age	Sex	Modality	2018-T	2018Q1-R	2018Q2-R	2018Q3-R	2018Q4-R	2019-T	2019Q1-R	2019Q2-R	2019Q3-R	2019Q4-R	2020-T	2020Q1-R	2020Q2-R	2020Q3-R	2020Q4-R	2021-T	2021Q1-R	2021Q2-R	2021Q3-R	2021Q4-R	2022-T	2022Q1-R	2022Q2-R	2022Q3-R	2022Q4-R	2023-T	2023Q1-R	2023Q2-R	2023Q3-R	2023Q4-R	2024-T	2024Q1-R	2024Q2-R	2024Q3-R
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	15+	Male	SNS																												5	2	1		5	13	89
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	Other Facility																															165,828			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	Index	24,788	8,880	12,337	10,965	17,245	15,793	17,760	21,425	10,172	8,868	20,226	5,922	7,325	5,965	6,709	239,386	8,148	10,197	8,492	7,281	172,600	5,659	7,876	8,287	8,483	7,894	6,174	6,661	5,583	6,350		4,747	5,715	5,274
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	15+	Female	Inpat	76,712	3,984	4,517	4,887	5,233	55,876	5,111	5,794	5,229	4,087	25,226	2,823	2,650	2,193	2,280	28,370	2,380	2,947	3,016	3,068	5,336	2,746	2,832	3,090	3,168	17,246	3,075	2,834	2,736	2,796		2,915	2,874	3,148
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	Post ANC1							121	87	119	99		188	76	86	93	4	51	78	89	74	387	112	81	86	58	448	78	68	50	49	259			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	PMTCT Post ANC1 Breastfeeding																																46	5	17
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	15+	Female	Emergency Ward		426	1,369	3,416	4,967	51,353	4,806	5,738	4,885	2,703	15,455	2,644	2,114	1,794	1,588	23,468	2,201	2,532	2,266	2,470	5,013	2,241	2,391	2,437	2,101	10,862	2,263	2,746	2,474	2,642		2,845	2,813	3,328
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	SNSMod																							1			1,720								
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	15+	Female	Other PITC	1,379,504	133,572	137,065	161,158	171,428	298,960	165,772	192,193	171,513	131,683	215,172	83,691	86,165	66,609	59,050	297,665	53,293	60,686	59,169	64,700	116,070	59,872	63,731	64,353	61,203	142,921	62,544	69,561	65,425	68,906		74,913	78,633	86,959
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	15+	Male	Emergency Ward		344	1,060	2,612	4,042	65,573	4,179	5,462	4,710	2,619	5,579	2,097	1,721	1,456	1,346	11,616	1,605	1,858	1,461	1,753	4,133	1,669	1,958	1,961	1,699	7,521	1,947	2,459	2,424	2,311		2,421	2,726	2,758
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	Pediatric	1,958	23,870	20,941	29,144	35,642		30,937	27,739	26,544	12,349		72	184	218			21																	
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	15+	Male	Other Facility																															163,877			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	15+	Female	Post ANC1							38,111	34,292	42,538	33,017	44,938	34,213	32,883	36,976	31,884	94,181	28,915	25,311	28,113	26,118	105,593	25,179	23,556	24,388	20,669	100,592	20,776	18,063	17,262	20,636	87,574			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	15+	Male	VCT	1,852			14	4													32																
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	15+	Male	OtherMod	7	41	3,637	1,339	9,363	21,209	5,384	7,681	974	311		66	80	196	114		55	414	393	530		576	1,540	1,807	2,596		872	1,878	2,117	2,845		2,550	4,345	3,107
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	Unknown Age	Male	STI Clinic					1																													
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	15+	Female	Other Facility																															239,300			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	Unknown Age	Female	Post ANC1							1																											
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	Other PITC	291,402	29,960	19,400	23,859	28,694	263,576	41,353	40,802	35,294	30,130	15,235	23,346	19,369	14,529	13,095	36,148	11,567	12,784	14,134	16,788	25,869	15,749	15,640	17,360	18,863	61,985	16,914	15,971	15,742	17,803		17,664	17,104	22,111
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	IndexMod	15,788	1,692	5,241	2,241	4,731	1,381	2,252	2,565	976	1,704	7,977	1,408	2,229	2,625	1,665	35,398	2,212	2,061	1,899	3,004	69,190	2,847	4,687	6,222	4,402	6,079	1,722	3,727	3,621	4,448		3,392	3,817	2,807
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	TBClinic	2,417	290	261	262	270	751	202	172	171	192	898	199	208	112	122	3,275	175	185	226	173	585	198	192	192	173	587	208	212	139	163	653	132	118	124
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST	Individuals tested for HIV and received their results	<15	Unknown Sex	VCT	1,671																	3																
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Other Facility																															3,733			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Malnutrition	8	12	12	22	12	1,898	13	8	13	8	148	7	11	5	13	28	4	9	6	3	30		4	5	5	33	10	4	9	5		1	4	3
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	VCT	297				4																													
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Index	4,291	132	206	171	275	3,142	240	295	178	172	1,007	111	137	108	132	4,465	145	147	99	124	3,106	111	108	80	84	748	82	118	90	71		57	59	54
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	SNS																												1					1	1
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Active Other																															1,446			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Emergency Ward		26	76	115	175	4,587	130	195	160	60	531	74	57	48	37	280	75	69	49	47	211	52	52	50	43	343	37	53	50	51		43	47	51
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Active Other																															1,652			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Active Index																															2,961			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Index	19,070	257	564	965	1,649	10,441	1,865	2,609	794	779	13,278	657	1,127	941	1,226	24,212	1,340	1,358	1,151	936	2,221	778	799	789	675	3,977	662	769	572	578		511	516	452
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	PMTCT ANC	4,595	1,792	1,892	1,654	1,618	7,330	1,651	1,596	1,255	1,114	4,359	1,108	1,097	825	834	4,348	875	833	684	631	2,854	739	654	585	601	2,188	620	604	440	459	920	529	496	428
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	TBClinic	119	16	15	12	13	22	8	3	8	7	24	6	5	2	3	20	5	2	9		26	4	5	6	5	6	4	2	2	4	26		1	1
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Active Other																															1			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Index	8,098	192	549	788	1,524	13,383	1,530	2,063	561	522	5,279	474	697	613	749	6,751	872	872	737	507	4,755	507	557	508	384	3,440	405	501	422	365		354	385	316
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	MobileMod	1,126	8	3	3	3	165	4	2					1		10	4	2	1	4	4	1	3	1	4	2	694	6	2	1	3		4	7	3
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	OtherMod	2	1	15	4	54	64	17	16	4	1				6	2		2		2				2		2		1	1	3			2	2	2
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Post ANC1							190	180	220	273	319	119	108	114	90	484	95	100	104	105	315	102	117	116	103	217	94	112	97	107	191			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	IndexMod	4,086	331	620	858	986	1,715	520	625	255	417	5,441	323	365	568	587	8,120	525	511	367	382	971	338	394	380	369	1,621	205	371	315	409		268	298	307
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	IndexMod	1,637	82	134	308	99	268	63	60	16	18	396	28	27	43	40	591	50	43	31	22	1,244	39	40	44	38	269	27	39	35	28		35	38	38
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Active SNS																															101			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	STI Clinic		1						1					1	1					1		2	1			1	16	1		1	1				
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	SNSMod																							1			86								
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Other PITC	51,888	5,205	5,781	6,166	5,866	15,366	5,484	5,606	4,366	3,425	21,525	2,843	2,720	1,881	1,908	9,527	1,876	1,910	1,792	1,878	4,137	1,726	1,816	1,551	1,440	4,688	1,396	1,552	1,357	1,361		1,374	1,317	1,277
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Pediatric	41	140	140	142	168		88	76	82	48		2		2																				
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	TBClinic	445	194	231	159	242	637	115	117	88	91	750	75	71	69	78	309	73	63	77	59	359	74	66	57	68	245	71	70	58	71	274	41	52	55
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	VCTMod		24	33	25	9		23	23	29	11			1				1		2	2														
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	MobileMod	2,382	842	1,121	1,127	1,744	2,690	810	682	209	145	525	51	539	559	525	1,226	334	335	267	285	4,258	242	302	302	251	1,488	312	374	305	379		354	351	301
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	STI Clinic		4	17	21	25	2,171	31	20	27	12	955	7	6	10	12	27	11	10	6	13	29	15	9	9	19	36	12	28	15	17	64	18	15	7
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Other Facility																															5,504			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	MobileMod	3,324	1,206	1,594	1,601	2,368	2,118	1,308	1,037	398	221	1,410	151	817	899	858	4,002	727	588	470	467	785	475	460	468	450	2,077	584	575	484	467		509	535	423
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	OtherMod	2	12	73	36	387	499	150	174	31	4			2	6	10		1	7	7	20		37	45	35	83		10	35	15	27		21	21	32
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	TBClinic	1,025	206	206	214	250	707	118	79	104	79	540	57	68	62	57	254	42	54	60	58	266	47	59	56	45	189	56	46	56	46	226	47	46	36
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	PMTCT Post ANC1 Breastfeeding																																27	21	29
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	OtherMod	4	11	141	93	603	412	385	419	68	13			6	20	37		7	27	26	33		50	88	113	197		20	70	47	51		65	81	62
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	VCT	676			2	3																													
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	SNS																																2		
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	PMTCT Post ANC1 Pregnant/L&D																																54	64	75
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Other PITC	25,259	2,408	2,893	2,886	2,904	19,499	2,724	2,658	2,079	1,638	8,743	1,349	1,367	958	994	4,152	955	973	934	973	3,305	900	882	777	773	4,903	751	818	687	724		706	722	622
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	SNSMod																							5	49	4	271	3	4	7	14		1	4	2
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Inpat	601	291	363	285	262	6,895	244	244	189	167	973	95	107	57	62	359	85	100	65	76	313	60	80	69	43	343	49	45	56	39		47	52	37
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	SNSMod																						1	1	18	20	171	11	1		3		2	5	5
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Active Index																															688			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	VCTMod																			1															
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Emergency Ward		40	121	236	254	3,554	235	337	250	122	1,566	131	77	59	71	536	119	112	77	85	245	85	90	69	62	437	49	87	66	71		76	66	83
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	IndexMod	4,344	219	403	1,243	872	2,172	444	571	189	274	2,174	193	248	529	554	1,750	491	448	323	312	2,160	272	355	342	295	1,614	209	302	296	303		241	306	263
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Inpat	1,074	433	486	508	409	5,405	391	373	335	227	2,518	174	145	96	89	654	114	143	110	108	392	125	104	86	78	518	102	110	77	74		67	69	52
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	STI Clinic		28	30	41	46	1,688	51	45	30	26	2,504	16	18	17	15	64	15	11	22	21	40	13	15	27	26	37	18	24	23	27	22	24	18	19
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Other PITC	5,846	178	155	185	224	2,625	183	199	142	156	1,496	130	117	96	98	480	65	92	75	77	306	75	88	79	72	1,424	64	73	45	66		61	63	55
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	PMTCT ANC	398	4	1	10	2	1		2	3	2	7	1	1	1		4			1	1	2		1					1				2		
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Active Index																															4,087			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	VCTMod		6	21	21	15		20	21	10	3			1				2		14	1				1			2							
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Active SNS																															82			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Other Facility																															617			
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Inpat	149	48	26	72	27	2,109	15	21	22	14	316	20	14	13	12	66	9	11	15	11	52	11	9	8	10	143	7	9	12	8		16	11	8
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Emergency Ward		1	2	12	14	66	6	5	4	2	64	3	1	1	2		3	4	2	1	4	3	3	5	1	112	4		4	5		1	2	1
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	VCT	149																																	
Cote d'Ivoire	Cote d'Ivoire	CIV	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Post ANC1									1	1		1				4					1			1										
Cote d'Ivoire	Cote d'Ivoire	CIV	OVC_HIVSTAT	Orphans and vulnerable children (<20 years old) with HIV status reported	18+	Male	N/A																																	3,180	
Cote d'Ivoire	Cote d'Ivoire	CIV	OVC_HIVSTAT	Orphans and vulnerable children (<20 years old) with HIV status reported	18+	Female	N/A																																	3,558	
Cote d'Ivoire	Cote d'Ivoire	CIV	OVC_HIVSTAT	Orphans and vulnerable children (<20 years old) with HIV status reported	<18	Female	N/A																							58,056		69,161			50,361		62,811			53,950	
Cote d'Ivoire	Cote d'Ivoire	CIV	OVC_HIVSTAT	Orphans and vulnerable children (<20 years old) with HIV status reported	<18	Male	N/A																							56,545		66,418			48,507		60,038			51,974	
